,Country,Days,Cumulative Confirmed Count,Cumulative Confirmed per million,Cumulative Death Count,Cumulative Recovered Count,Cumulative Testing Count,Cumulative Testing per thousand,Population,Population_Density,Land_Area_Kmsq,Health Capacity Score,Recovery Rate,Fatality Rate,Active,Risk.of.Transmission.from.P2P,Risk.due2.lack.of.sanitation.and.water.services,Risk.based.on.Pop.Dist.,Vul.Index,Hazard.Ind.Vul.Risk.Index,INFORM.Socio.Eco.Vul.Risk.Index,Vul.related2.Dev.and.Deprivation,Vul.due2.Eco.and.Gender.Inequality,Vul.based.on.Eco.Dependency.Index,INFORM.Vulnerable.Groups.Risk.Index,Vul.associated.with.Uprooted.people,Vul.due2.other.Health.Condns,Vul.due2.lack.of.Food.Security,Vul.due2.Gender.Based.Violence,Covid19.Overall.Vul.Index,Vul.related2.Intl.and.Int.Movements,Vul.due2.lackof.authntic.info.nd.trust.on.politicians,Vul.due2.1plus.underlying.condns.plus.0.condns.65plus.yrs.pop,Lack.of.Coping.Capacity.Index,Hazard.Independent.Lack.of.Coping.Capacity.Index,INFORM.Risk.Index.related2.Institutional.Strength,Risk.based.on.Corruption.Perception.Index,Risk.based.on.Govt.Effectiveness,INFORM.Risk.Index.based.on.ltd.opl.Infra,Risk.associated2.Immunization.coverage,Risk.based.on.pc.public.and.pvt.exp.on.healthcare,Risk.based.on.Maternal.Mortality.ratio,Covid19.Overall.Lack.of.coping.capacity.Index,Lack.based.on.IHR.core.capacity.scores,Lack.based.on.Opl.readiness.index,INFORM COVID-19 RISK,COVID-19 RISK CLASS
143,Seychelles,149,0.000207334447363969,0.33771869269925403,0.0,0.00044474670099504195,0.0,0.0,0.00044755405051857366,0.08050123409910766,0.00028027335383827036,1.5143603133159271,9.393939393939394,0.0,2.258919626510229e-05,3.8,0.3,5.6,3.9,2.1,2.7,2.0,5.5,1.1,1.5,0.0,0.2,3.7,1.5,5.3,6.6,4.1,5.2,4.4,3.6,3.7,3.4,4.0,3.4,0.15,6.4,0.6,5.1,5.2,5,4.0,Medium
144,Sierra Leone,140,0.0034880971732997135,0.06125776577124457,0.003949335665322012,0.005571590561284344,0.0,0.0,0.05518729967833546,0.041389785456616666,0.04407374816272879,2.206266318537859,7.979797979797979,1.0344827586206897,0.0010080428833301896,7.1,8.0,6.7,4.8,6.3,6.9,9.2,5.5,3.7,5.7,0.9,7,6.1,7.05,2.8,4.0,6.2,0.4,6.7,7.6,7.0,6.7,7.3,8.1,3.5,9.3,10,5.6,6.2,5,6.1,High
145,Singapore,207,0.09815456661089544,2.356459731205208,0.0015233151851956333,0.1896792150605941,0.2368118823372884,4.596715886716986,0.04041167260511033,3.172963736472375,0.0004268215127079542,7.323759791122717,9.696969696969695,0.0,0.006101906641110756,4.0,0.0,6.0,3.9,1.2,0.2,0.0,0.9,0.0,2.1,0.0,0.4,1.7,5.1,5.8,8.0,1.4,6.8,0.9,1.4,1.0,1.5,0.5,1.8,1.5666666666666667,0,0.1,0.45,0.9,0,2.4,Low
146,Slovakia,169,0.006131175800620226,0.1578095945354549,0.0018618296707946628,0.007676258020323874,0.0416681556957263,0.8666935041277389,0.03769713945282508,0.04252895386367951,0.029362755481527027,6.18798955613577,6.262626262626262,0.3448275862068966,0.0036989808884105003,2.5,0.1,3.7,5.0,1.1,0.9,0.9,1.5,0.4,1.2,1.1,0.1,2.3,1.05,7.4,6.3,7.2,8,3.0,3.1,4.3,5,3.6,1.7,0.43333333333333335,2.8,0.1,2.8,3.1,2.5,3.3,Low
147,Slovenia,172,0.004712938488399464,0.31972372465913157,0.007503737764111822,0.007599215284718433,0.01998246609676185,1.0915232095136542,0.014208444581918105,0.03835200303778241,0.012297222381152344,6.018276762402089,8.080808080808081,1.724137931034483,0.0011802855048515947,2.0,0.1,3.0,5.2,0.7,0.2,0.0,0.5,0.2,1.1,1.4,0.1,1.6,1.05,7.8,6.5,6.1,9.2,1.8,2.6,3.4,4,2.7,1.8,3.033333333333333,0.8,0.1,0.9,1.8,0,2.7,Low
148,Somalia,145,0.005737414581256722,0.05028543916143172,0.005529069931450817,0.008688319410777157,0.0,0.0,0.11018830609480192,0.008733624454148471,0.3830640643214524,0.1305483028720627,7.575757575757575,1.0344827586206897,0.002061264159190584,6.9,7.9,6.4,6.6,8.7,9.1,8.7,9.1,10.0,8.2,10.0,2,6.4,9.5,2.6,1.9,8.5,0,8.5,9.4,9.3,9.1,9.4,9.5,9.7,9.5,9.2,7.2,6.9,7.5,7.3,Very High
149,South Africa,169,1.0727100999230075,2.5397138536731565,0.761770430759683,1.8393672970396677,0.46871504797313024,0.8974618423346592,0.41183337189459573,0.017846971710651225,0.7407331645627746,6.801566579634466,8.585858585858585,0.6896551724137931,0.21729677347215148,4.1,3.2,4.6,5.4,5.2,4.3,4.6,7.6,0.3,5.9,6.6,6,1.9,7.6,5.5,5.5,5.2,5.6,4.7,5.2,5.0,5.6,4.3,5.3,6.266666666666666,6.5,1.3,4.2,3.4,5,4.7,Medium
150,South Sudan,125,0.004359250313484457,0.054389671310930386,0.002651696803859065,0.00451750586050082,0.0,0.0,0.07753680774423863,0.006075564837668502,0.3730572675399675,3.4725848563968675,5.151515151515151,0.6896551724137931,0.003334730098635726,7.3,9.9,6.0,6.2,8.3,8.2,9.9,5.3,7.7,8.4,10.0,5.4,8.1,8.4,2.7,2.6,8.3,0,8.6,9.7,9.4,8.8,9.9,10,10,9.9,10,6.8,6.1,7.5,7.3,Very High
151,Spain,176,0.6461342840750244,1.9403926142455483,1.6247002736325424,0.5266081095183498,0.7528919896348992,1.8286563716159343,0.3246104122967671,0.034934497816593885,0.30457531290016426,5.56135770234987,4.141414141414141,2.7586206896551726,0.5412738499557816,2.5,0.0,3.7,5.4,1.4,0.6,0.1,1.9,0.1,2.2,5.3,0.3,1.4,0.65,7.7,8.1,5.9,8.4,1.6,2.3,3.4,3.8,3.0,1,0.6,0,0,0.8,1.6,0,2.8,Low
152,Sri Lanka,169,0.005188588102940333,0.033547807155782296,0.0006770289711980591,0.009977034260904523,0.0,0.0,0.14854074093741695,0.12872602999810137,0.03829120206066251,1.3054830287206267,9.595959595959595,0.0,0.0003755453879073256,3.4,1.2,4.5,4.5,3.3,2.6,2.4,4.4,1.0,4.0,4.5,0.4,3.0,6.6,5.5,5.3,5.6,5.6,5.1,5.0,5.9,6.2,5.5,3.9,0,8.5,0.4,5.2,5.4,5,4.3,Medium
153,Sudan,150,0.022949658325026885,0.07292479771866969,0.046432903608000224,0.02315484399196234,0.0,0.0,0.30442324839719825,0.008733624454148471,1.0777682840352452,0.2872062663185379,5.05050505050505,2.0689655172413794,0.016244455764141685,6.8,7.1,6.6,4.9,6.3,6.4,8.6,5.1,3.3,6.1,9.6,1.4,5.1,4.2,3.2,3.5,6.9,1.2,6.0,7.3,8.3,8.4,8.2,5.9,2,9.2,3.3,4.25,3.5,5,5.8,High
154,Suriname,151,0.006859459825814672,1.6486993546190725,0.003780078422522497,0.010474310099812366,0.0,0.0,0.00384009518249606,0.0007594456047085627,0.09525569264796588,1.4360313315926894,7.6767676767676765,0.6896551724137931,0.002527166332158319,2.5,1.9,2.8,3.7,3.0,4.1,4.9,6.2,0.2,1.8,1.3,1.1,3.0,1.8,4.3,4.0,5.1,4,4.8,5.7,6.0,5.6,6.3,5.3,6.2,7.1,1.3,3.85,2.7,5,3.5,Medium
155,Sweden,128,0.12256950451771306,1.704313486091784,0.3138029281503004,0.0,0.0764168845163934,0.8592607658898369,0.0699326409824006,0.008733624454148471,0.2505601040101133,6.2532637075718025,0.0,2.7586206896551726,0.18298096069592798,2.8,0.1,4.1,4.6,2.0,0.2,0.0,0.8,0.1,3.5,7.8,0.2,1.6,1.1,6.4,7.6,2.6,7.6,0.8,1.2,1.4,1.5,1.3,1,0.5,0,0,0.4,0.8,0,2.2,Low
156,Switzerland,180,0.07078641955885154,1.1485548895719493,0.1130074191091427,0.12186759995769653,0.12749379374424424,1.6728860754539725,0.05989544795266724,0.08239984811087905,0.02412854374056482,7.454308093994779,8.686868686868687,1.724137931034483,0.010845637856782237,3.7,0.0,5.6,3.1,1.7,0.3,0.0,1.2,0.1,2.9,6.5,0.2,1.3,1.8,4.3,8.3,3.9,2.4,0.6,1.1,1.2,1.5,0.9,0.9,1.5666666666666667,0,0.1,0,0,0,1.9,Very Low
157,Syria,153,0.004549161698044732,0.03606808696809889,0.005980422578916189,0.0020976635739844893,0.0,0.0,0.12135656386848197,0.035314220618948164,0.11212704943783823,0.9530026109660574,2.323232323232323,1.3793103448275863,0.005427054402690825,2.9,1.5,3.6,5.6,7.3,7.5,6.3,7.3,10.0,7.1,10.0,0.5,5.6,7.1,3.1,4.6,6.3,0.8,6.5,7.6,8.5,8.7,8.3,6.3,7.699999999999999,9.6,0.3,5,2.5,7.5,4.7,Medium
158,Tajikistan,123,0.014807861076860274,0.21781738535305778,0.0038364975034556686,0.02559569793364379,0.0,0.0,0.06603057773953794,0.02506170495538257,0.085461390696842,2.1018276762402093,8.686868686868687,0.3448275862068966,0.003213313168710801,4.3,2.0,5.5,3.2,4.1,4.7,5.2,3.7,4.5,3.5,2.0,1.4,4.0,5.8,2.2,2.8,4.5,0.8,5.9,5.9,7.4,7.5,7.2,3.7,0.35,9.5,0.2,5.85,4.2,7.5,4.3,Medium
159,Tanzania,49,0.0008572146899417878,0.0014064032437205623,0.0011848006995966035,0.0006408554825361628,0.0,0.0,0.41478988549384227,0.02468198215302829,0.5408842190775295,0.11749347258485639,3.636363636363636,1.3793103448275863,0.0008583894580738871,6.4,6.7,6.2,4.6,6.2,5.8,8.3,5.2,1.5,6.5,6.5,5.3,7.1,6.85,2.4,4.1,5.5,0,5.9,6.5,6.4,6.3,6.5,6.6,1.3333333333333333,9.8,5.8,5.15,5.3,5,5.6,High
160,Thailand,212,0.005901191371611454,0.011255154257685957,0.0032723066941239528,0.01133578796158229,0.07883640479655245,0.12826168411399647,0.48472548626923717,0.05126257831782798,0.3119576764032246,6.214099216710184,9.595959595959595,0.6896551724137931,0.00030495414957888093,3.2,0.3,4.6,4.7,2.5,2.2,2.3,4,0.2,2.8,5.5,1.3,2.7,1,6.3,6.7,4.9,6.8,3.7,4.8,5.4,6.4,4.3,4.1,0.35,8,0.4,2.3,2.1,2.5,3.8,Medium
161,Timor-Leste,135,1.7423062803694874e-05,0.004332529167027929,0.0,8.754856318800038e-05,0.0,0.0,0.008924637413807363,0.033035883804822475,0.009079269059305537,1.4621409921671018,9.393939393939394,0.0,2.8236495331377864e-06,5.6,5.3,5.8,4.6,5.7,5.0,7.4,0.9,4.1,6.3,0.0,6.4,6.5,8.8,3.2,4.1,6.3,1.2,6.4,6.2,6.6,6.2,7.0,5.7,6.1000000000000005,9.8,1.6,6.55,5.6,7.5,5.5,High
162,Togo,151,0.002014106060107127,0.03399362324316173,0.0015233151851956333,0.0030396861138873733,0.0070128059277491505,0.09619529436824512,0.05728375718512764,0.0569584203531422,0.03321086588651347,0.10443864229765014,7.474747474747474,0.6896551724137931,0.0007821509206791668,6.8,8.0,6.2,4.3,5.3,6.3,8.4,6,2.4,4.1,3.7,5.3,4.3,3.1,3.2,4.6,7.2,0.4,6.9,6.7,7.1,7.1,7.1,6.3,1.5,9.8,4.4,7.15,6.8,7.5,5.9,High
163,Trinidad and Tobago,162,0.0028364746244415253,0.28695907571817497,0.0010719625377302604,0.0031307366196028936,0.0,0.0,0.009487713713425109,0.10290487943801026,0.003131856278510868,4.751958224543081,5.454545454545454,0.3448275862068966,0.002064087808723722,2.6,0.7,3.6,4.5,2.1,2.1,1.7,4.3,0.7,2.1,4.4,0.8,1.6,1.2000000000000002,6.3,6.5,5.1,6.8,4.6,4.2,5.3,6,4.6,2.8,2.8333333333333335,2.8,0.7,5.05,5.1,5,3.8,Medium
164,Tunisia,164,0.004880199891314934,0.05766889884330421,0.004005754746255184,0.005053303067211382,0.01638053518986345,0.15739349653728468,0.08187849056907645,0.02809948737421682,0.09486489755764672,1.0966057441253265,5.151515151515151,1.0344827586206897,0.0036792153416785357,3.3,1.2,4.3,3.5,1.9,2.6,3.0,3,1.5,1.1,1.2,0.3,0.4,2.3,4.9,5.4,5.5,4.4,4.5,4.7,5.5,5.7,5.2,3.8,0.25,7.4,0.5,4.2,3.4,5,3.7,Medium
165,Turkey,164,0.4573379755341867,0.7609816864586433,0.34883917740979997,0.8397553122717171,0.8623886314793212,1.1611802950978667,0.5857411993343148,0.04101006265426239,0.4699488040113162,1.3315926892950392,9.191919191919192,0.6896551724137931,0.04666363218463506,3.4,0.3,4.9,4.6,3.6,2.6,1.9,4.2,2.4,4.5,9.4,0.1,0.0,1.9,5.4,7.6,5.0,4.4,3.7,4.6,5.6,6.1,5.0,3.5,1.0666666666666667,6.5,0.2,2.6,2.7,2.5,3.9,Medium
166,US,204,10.0,4.242532231104682,10.0,7.076634409106731,10.000000000000002,3.4307885665021045,2.299527931429267,0.012910575280045567,5.585572553581518,7.819843342036554,3.535353535353535,1.0344827586206897,10.000000000000002,2.8,0.1,4.1,4.3,1.9,0.8,0.0,3.3,0.0,2.8,7.1,0.1,0.2,1.3,6.1,7.3,3.3,6.8,1.3,2.0,2.5,3.1,1.8,1.5,0.8333333333333334,0,0.2,0.45,0.9,0,2.5,Low
167,Uganda,154,0.004197215829410095,0.012300017114624277,0.00141047702332929,0.004436961182367859,0.04679228237367104,0.11616997789678585,0.31756686228825576,0.08619707613442187,0.1220068378149694,0.11749347258485639,5.252525252525253,0.3448275862068966,0.003199194921045112,7.1,8.5,6.4,5.3,7.2,6.5,8.3,5.8,3.4,7.8,8.8,5.9,8.7,6.9,2.6,3.2,7.2,0,5.9,6.7,6.7,7.2,6.2,6.6,2.75,9.8,4.2,4.95,4.9,5,6.1,High
168,Ukraine,164,0.19974844581924026,0.6409085532648379,0.13817032920533726,0.19663057097772133,0.19180291846917327,0.49803951668025287,0.3036207832064569,0.02771976457186254,0.3537422202009432,3.616187989556136,4.949494949494949,0.6896551724137931,0.15830508742583685,2.4,0.7,3.3,5.4,2.9,1.8,1.6,1.9,2.2,3.9,8.1,1.1,2.1,1.2,7.2,6.0,5.2,8.8,5.1,5.2,6.4,7,5.8,3.8,5.4,8.4,0.2,5,2.5,7.5,4.0,Medium
169,United Arab Emirates,187,0.11848205398396625,1.6822742720670982,0.021326412592738864,0.2068597451006073,0.870940563829232,10.0,0.06848148782707489,0.044047845073096635,0.05104699805561124,4.2297650130548305,8.787878787878787,0.3448275862068966,0.024201500148523968,4.4,0.3,6.5,2.4,1.2,0.7,0.7,1.5,0.0,1.6,3.0,0,1.5,1.6,3.4,7.3,0.8,2.8,1.3,2.3,2.5,2.9,2.1,2,0.26666666666666666,1.5,0,0.25,0.5,0,2.4,Low
170,United Kingdom,193,0.561301391283834,1.1606723868263515,2.3394736099748936,0.0052284001935873825,1.5982739123046452,2.6735994669387075,0.47142749068725626,0.1059426618568445,0.14772603969659892,7.7154046997389045,0.0,4.482758620689656,0.7884109516941332,3.2,0.1,4.8,4.5,1.5,0.5,0.0,1.9,0.1,2.4,5.8,0.3,1.0,1.1,6.5,7.6,3.0,7.6,1.2,2.0,2.3,2.3,2.3,1.6,1.3,0,0.1,0.35,0.7,0,2.6,Low
171,Uruguay,164,0.0026587593838438375,0.10801862835007583,0.002426020480126379,0.0046295680213814605,0.021454781564906857,0.7013801450756577,0.023899279300480303,0.0068350104423770645,0.10686963423838831,2.245430809399478,8.686868686868687,1.0344827586206897,0.0004997859673653882,2.9,0.3,4.2,3.7,1.7,1.9,1.8,3.7,0.1,1.4,3.3,0.6,1.3,0.2,5.2,5.5,3.3,6,3.0,2.7,3.4,2.9,3.9,2,0.9,3.5,0.2,3.25,1.5,5,3.2,Low
172,Uzbekistan,166,0.07152167280916746,0.29958083747575,0.01732065784648368,0.13394930167764058,0.0,0.0,0.23230395264825898,0.029238655781279665,0.25975600097918594,2.898172323759791,9.393939393939394,0.3448275862068966,0.007084536678642706,3.5,0.2,5.1,3.2,2.9,3.4,3.8,4,2.0,2.3,0.0,0.6,2.4,5.1,3.4,4.1,4.0,2.8,6.0,5.3,6.8,7.5,6.1,3.4,0,8.8,0.3,6.55,5.6,7.5,4.1,Medium
173,Venezuela,168,0.07828007887072069,0.386109028807329,0.02115715534993935,0.12668277093303654,0.0,0.0,0.197333491226015,0.011391684070628441,0.5385944040951907,0.7702349869451699,8.080808080808081,0.3448275862068966,0.023704537830691718,3.2,0.7,4.4,4.2,3.9,3.4,3.5,6.1,0.6,4.4,5.0,1.2,6.1,4.4,4.4,4.7,6.4,3.2,6.4,7.3,8.3,8.4,8.2,6,6.433333333333334,7,1.4,5.4,3.3,7.5,4.4,Medium
174,Vietnam,83,0.0004408034889334803,0.0,0.0,0.0007774312411094434,0.03091458752193301,0.03606649688735839,0.676060130195666,0.11847351433453579,0.18933350446901664,3.0809399477806796,8.282828282828282,0.0,0.00013271152805747598,3.7,1.4,4.8,3.6,2.5,3.4,4.5,3.4,1.1,1.6,0.0,1,2.3,2.8,4.6,5.8,4.4,4,4.2,5.1,5.7,6.3,5.0,4.5,0.9,9,0.5,3.2,3.9,2.5,3.8,Medium
175,Yemen,120,0.003360908814832741,0.015287278109968145,0.03176394256537561,0.003897662033129777,0.0,0.0,0.20699119849622785,0.020505031327131194,0.32238702037611705,0.2349869451697128,5.757575757575757,10.0,0.0007595617244140645,6.3,5.2,6.8,5.8,7.6,7.4,8.8,6.5,5.3,7.8,10.0,1.2,9.0,6.1,3.1,2.7,7.9,0.8,7.2,8.1,9.0,8.5,9.5,6.8,6.533333333333334,9.7,1.8,6.15,4.8,7.5,6.4,High
176,Zambia,158,0.020707310142191356,0.1577486288018026,0.016023018985020735,0.03884354651525201,0.0,0.0,0.1274935973719734,0.008733624454148471,0.4539262053082308,2.6762402088772848,9.393939393939394,0.6896551724137931,0.0014824160048973378,6.9,7.8,6.4,5.0,6.7,6.3,7.9,7.6,1.6,7.1,5.1,7.4,9.0,5.8,2.7,2.9,6.1,0.8,6.7,6.1,6.4,6.6,6.1,5.8,2.5,9.6,2.4,7.2,6.9,7.5,6.1,High
177,Zimbabwe,141,0.010546179915076507,0.09925993420964842,0.008744957544641599,0.017334615511224075,0.01202310653588772,0.0918624217583159,0.10302992862427929,0.013670020884754129,0.236216702960743,0.44386422976501305,8.282828282828282,1.0344827586206897,0.0027219981499448263,4.8,6.5,3.9,5.3,6.3,5.9,7.3,5.8,3.3,6.7,4.1,6.1,9.4,4.55,4.0,3.9,7.1,2.4,6.0,7.0,7.5,7.6,7.4,6.5,2.3333333333333335,9.5,5.1,4.75,4.5,5,5.3,High
